age,total_children,feelings_life,sex,pop_center,education,self_rated_health,self_rated_mental_health,regilion_importance,income_family,income_respondent
80,0,5,1,2,1,2,5,2,1,1
60.5,5,8,0,1,2,4,4,3,5,3
69.3,0,5,0,3,7,3,2,1,2,1
43.8,2,7,1,2,3,5,4,2,5,4
42.1,2,9,1,3,7,2,5,4,6,2
73.2,2,9,1,2,6,3,5,2,2,2
59.6,3,8,0,3,5,5,4,1,5,3
60.8,2,7,0,3,1,4,4,2,2,2
73.6,1,8,0,3,6,4,3,1,3,2
70.5,3,10,0,3,4,5,5,4,6,2
47.7,2,9,0,3,6,4,4,2,5,5
68.8,3,8,0,3,1,3,3,2,1,1
75.4,1,5,0,3,1,1,2,4,1,1
74.3,1,7,0,3,4,2,2,4,1,1
43.1,2,9,0,2,1,3,3,2,5,2
58.8,2,8,1,3,5,4,4,2,4,3
69.2,2,7,0,3,2,4,5,1,2,2
40.8,1,7,1,3,4,3,3,1,5,3
23.2,0,5,0,3,2,3,3,2,1,1
38.5,1,8,0,3,5,4,4,2,6,3
29.8,2,10,0,3,4,3,3,4,2,1
51.7,3,10,0,3,4,5,5,4,6,2
73.8,4,10,1,1,1,3,3,2,1,1
40,2,7,0,3,1,4,4,2,6,1
66.8,2,9,1,3,6,4,4,2,6,5
32.1,0,9,0,2,7,5,5,2,5,4
65.5,2,9,0,3,5,4,4,4,4,1
46.7,3,8,1,3,4,4,4,1,6,2
16.8,0,8,1,2,1,4,4,1,1,1
32.5,2,10,0,3,4,4,3,4,4,3
80,3,9,0,3,1,3,3,4,1,1
63.2,3,10,0,3,2,4,5,3,3,3
16.3,0,9,0,3,1,4,4,4,1,1
64.6,2,8,0,2,2,4,3,4,4,2
51.7,0,9,1,3,4,5,5,1,4,4
20.7,0,4,1,3,2,3,1,3,1,1
30.6,1,7,1,3,6,4,3,2,2,1
67.3,4,10,1,2,1,5,5,2,3,3
69.9,2,7,0,3,2,1,3,0,3,2
69.5,2,9,1,3,5,4,4,2,3,2
68.3,2,0,0,3,6,1,2,1,1,1
23.6,0,9,0,3,6,4,4,1,1,1
80,6,8,0,2,1,4,5,4,3,3
42.5,2,8,1,3,7,5,5,1,6,6
53.5,0,7,1,3,2,3,3,4,1,1
31.4,0,6,1,3,7,3,2,3,4,4
80,5,6,0,3,4,1,5,4,2,2
68.4,2,10,0,2,2,3,5,2,3,1
32.8,2,9,0,3,7,5,5,1,6,3
50.1,3,10,1,3,1,4,4,2,5,2
68.5,2,9,0,3,1,4,3,4,3,3
54.3,0,10,1,3,6,5,5,4,6,3
55.3,0,0,1,2,1,1,5,3,1,1
62.4,2,6,0,3,1,3,3,2,2,2
66.3,2,9,1,2,4,4,5,4,2,2
28.8,1,9,0,3,2,5,4,3,3,3
34.2,3,10,1,2,2,3,3,1,2,2
80,3,10,0,3,2,3,5,3,3,1
52.8,2,10,0,3,3,2,5,2,6,2
38.6,2,8,0,3,7,3,5,1,4,2
30.8,2,8,1,3,6,4,4,3,4,4
50.3,0,8,0,3,6,3,4,4,5,5
61.2,2,8,1,3,2,3,5,2,4,2
23.7,1,7,1,2,1,3,3,3,1,1
73.4,2,8,0,2,5,3,3,4,5,2
69,3,8,1,3,2,3,3,2,3,1
60.5,2,4,1,2,3,2,3,4,1,1
80,5,7,1,3,3,3,1,1,2,2
76.5,0,5,1,3,1,3,4,4,5,2
68.6,4,10,1,3,2,4,5,1,4,2
64.2,2,8,0,3,1,5,3,4,2,1
38.4,7,8,0,3,1,3,4,1,3,3
55.7,4,10,0,3,2,4,4,1,6,3
35.8,0,7,1,3,4,5,5,3,3,3
54,2,8,0,3,4,1,3,4,1,1
64.1,2,8,0,2,2,4,4,4,4,3
28.2,0,10,1,3,2,4,5,1,4,2
46.8,0,8,1,3,1,4,5,4,1,1
66.3,1,7,1,3,7,3,4,2,6,4
30.6,0,9,0,3,6,4,5,3,3,3
43.7,0,1,0,3,4,1,1,4,3,3
48,0,8,0,3,6,4,4,4,3,3
51.4,3,10,0,2,4,4,3,4,6,3
55.6,2,10,0,2,2,5,5,2,6,1
73.7,2,10,1,3,1,2,3,2,1,1
28.3,0,3,1,2,6,4,4,3,6,1
36.3,3,8,1,3,2,5,5,4,4,3
77.8,3,10,0,3,4,3,3,4,1,1
66.4,5,8,1,3,2,2,4,3,2,2
77.5,3,8,0,3,4,3,5,4,3,2
31.8,1,10,1,3,2,4,5,4,6,6
37.3,0,10,0,3,6,4,4,2,4,4
36.5,0,7,1,3,6,5,5,1,1,1
43.5,4,5,0,3,6,2,3,3,6,2
58.4,3,8,1,2,4,4,4,4,2,1
40.2,3,9,0,3,6,5,5,1,6,4
60.4,2,9,1,3,5,4,4,3,3,3
32.8,0,8,0,3,2,3,3,1,2,2
58.1,1,9,0,3,4,5,5,1,2,1
45.9,2,8,1,2,4,5,2,2,4,3
79,1,8,1,3,7,3,4,3,5,3
31.7,1,8,1,3,7,3,3,4,4,3
61.3,1,10,0,2,1,1,4,1,1,1
73.1,1,8,0,3,2,3,4,3,3,1
64.1,3,10,0,2,1,5,5,4,1,1
75.3,4,8,1,3,2,4,3,1,3,1
44.3,1,8,0,3,6,3,3,2,6,6
56.8,2,9,0,2,2,5,5,2,5,2
39.3,3,8,1,3,3,4,4,2,5,3
28.3,0,10,0,2,3,4,4,3,2,2
17.1,0,9,0,3,1,3,4,1,1,1
34.9,1,7,1,3,3,4,5,1,1,1
68.8,2,10,0,2,4,5,4,2,5,1
45.1,2,10,1,3,6,4,5,2,6,3
63.2,3,10,1,2,2,3,4,1,3,3
80,1,10,0,1,1,5,5,4,2,2
27.8,0,8,1,3,2,3,4,1,1,1
39.1,1,7,1,2,4,3,3,2,2,2
60.5,2,9,1,1,1,2,5,1,2,2
73.1,2,10,0,3,1,2,3,0,3,3
63.1,0,9,0,2,7,4,4,1,2,2
67.8,2,9,0,2,4,4,4,3,5,2
29.2,0,9,0,3,7,5,3,2,1,1
64.3,2,5,0,2,6,2,2,4,2,1
75.2,1,10,0,2,6,3,5,4,4,2
70.8,0,9,1,2,7,4,5,3,3,2
41.3,3,10,1,3,7,3,5,4,6,6
58.1,2,8,0,3,4,3,4,2,6,5
80,0,10,0,3,3,5,5,3,4,4
44.6,2,6,0,3,5,3,3,3,4,4
56.5,2,8,0,3,6,3,4,4,6,2
27.4,0,7,1,3,4,4,3,1,2,2
43.8,0,10,1,3,2,5,5,4,2,2
50.1,3,4,0,3,2,5,5,3,6,2
47.8,1,10,1,3,7,3,5,4,3,2
46.5,0,6,1,3,4,4,3,2,5,4
30.8,1,9,0,3,7,5,3,4,6,4
53.2,4,6,0,3,5,3,3,4,5,2
45.2,2,5,1,3,6,5,4,2,2,2
61.2,0,8,0,3,4,4,4,1,2,2
50.5,2,4,0,3,6,5,2,4,6,4
52.8,7,10,1,3,2,5,5,1,5,1
76.7,2,10,1,3,1,4,3,4,2,1
66.8,1,7,0,3,2,5,3,4,3,3
73.6,0,8,0,3,2,3,3,2,1,1
74.7,1,10,1,3,5,4,5,1,3,2
79,7,7,1,2,4,0,4,2,3,2
36.6,3,9,0,3,4,5,5,3,6,4
58.3,2,9,1,3,6,3,5,1,3,1
80,2,8,0,3,4,2,5,3,2,2
74.9,4,6,0,2,7,4,3,4,3,3
58.8,0,7,1,3,2,4,4,2,2,2
55.7,3,10,0,2,1,5,5,4,3,2
52.1,3,6,0,2,1,4,4,2,2,2
80,3,10,1,3,7,2,3,4,5,3
23.1,0,8,1,2,2,4,2,4,1,1
38.1,2,10,1,2,3,5,5,1,6,5
61.7,0,8,0,3,2,4,3,2,1,1
63.4,4,8,1,3,7,4,4,3,6,3
47,2,5,1,3,3,4,4,3,3,3
79.2,2,10,0,3,4,4,4,4,3,3
60.5,2,8,0,2,2,4,4,2,6,4
27.3,0,5,0,3,6,3,1,0,2,2
31,1,9,1,2,4,4,5,1,5,3
40.5,2,7,0,3,4,3,3,2,6,3
39.8,0,8,0,3,4,3,3,4,6,3
64.8,2,8,0,2,1,3,3,4,2,1
28.8,0,10,1,3,7,4,5,1,4,4
30,2,8,0,3,5,4,3,1,3,2
70,2,8,0,2,3,3,4,4,3,1
39.4,3,6,1,3,3,5,5,1,5,3
61.4,2,9,0,3,2,4,4,4,5,2
23.5,0,5,0,2,2,3,3,3,6,1
58.4,2,10,0,3,2,4,4,3,4,1
49.2,0,9,0,3,6,3,4,4,6,4
20.5,0,9,1,3,1,4,5,1,5,1
60.1,2,9,1,3,7,4,4,3,6,6
57.4,1,10,0,3,2,5,5,3,6,1
34.9,2,8,0,3,4,4,4,2,4,2
80,3,10,0,3,1,5,3,4,1,1
47.8,0,8,1,2,4,4,3,3,6,6
30.3,0,7,1,3,4,2,5,1,5,2
80,0,7,1,3,1,4,4,1,1,1
51,3,8,1,3,3,3,3,3,4,3
38.9,2,8,1,3,7,5,4,1,5,4
72.3,2,9,1,3,1,4,4,2,2,1
45.9,2,9,0,3,2,4,3,2,4,2
71.1,2,10,0,3,1,2,3,4,2,1
23.4,0,8,1,2,3,5,5,3,3,3
52.8,5,10,1,2,3,3,5,2,1,1
71.5,3,8,1,1,2,4,4,4,4,3
52.4,1,6,1,3,6,1,4,3,4,2
15.9,0,9,1,3,1,5,4,1,6,1
62.6,3,7,0,2,3,3,3,2,5,2
56.8,4,8,0,3,3,5,5,4,2,2
48.6,3,5,0,2,7,3,2,3,5,3
65.1,3,7,0,3,5,3,3,2,1,1
35.8,1,8,1,2,2,3,3,2,4,2
49.8,2,7,0,2,4,4,3,1,3,3
44.3,2,7,1,3,2,3,3,3,6,5
54.7,1,6,1,3,6,0,4,0,2,1
18.8,0,7,0,3,2,3,3,4,1,1
20.6,0,7,0,3,4,4,3,4,5,1
76,2,8,1,2,7,1,4,4,5,3
44.6,2,10,0,3,1,5,5,2,4,2
74.8,0,5,0,3,4,4,3,4,5,3
80,7,10,0,3,4,4,4,4,2,2
43.9,2,5,1,3,6,2,5,1,2,1
80,3,6,0,3,2,2,5,3,3,3
72.2,2,8,0,3,4,3,3,4,2,1
34.3,1,7,1,3,4,4,5,2,3,3
71.6,2,9,0,3,4,3,3,2,5,4
37.8,1,10,1,2,2,4,4,3,2,2
61.8,2,8,1,2,4,3,3,4,4,1
55,5,6,0,2,5,3,3,1,3,3
43.6,3,9,1,3,3,5,4,4,6,5
50.3,1,8,1,2,1,5,5,4,6,6
21.6,0,8,0,3,2,3,3,2,6,1
16.3,0,9,1,3,1,5,4,4,6,2
56.9,2,7,1,3,7,4,3,3,6,1
69.3,1,8,0,3,7,5,5,2,2,2
40.8,1,8,0,3,2,4,5,4,2,2
22.8,0,7,1,3,3,4,4,1,4,3
65.2,2,9,1,2,3,4,3,3,3,3
39.4,2,7,1,3,6,4,5,2,4,3
77.3,1,9,1,3,1,5,5,2,2,2
80,4,7,1,3,1,4,4,1,3,3
58.6,4,6,1,2,1,1,2,3,2,2
30.7,0,10,0,3,7,4,4,1,6,4
31.7,1,7,0,3,7,3,5,4,4,1
78.8,6,5,1,2,1,1,2,2,2,2
24.7,0,7,0,3,2,3,2,1,1,1
80,7,10,0,3,1,3,3,4,2,2
34.8,4,8,1,3,1,2,3,2,2,1
18.9,0,8,1,3,2,4,4,4,1,1
60.4,1,7,0,3,4,3,4,3,3,3
69.4,1,7,1,3,2,4,5,4,2,1
67.3,0,7,0,3,4,3,4,1,2,2
38.9,3,6,1,2,4,3,2,1,4,3
53.8,2,9,0,2,1,4,4,3,6,3
15.9,0,10,1,3,1,5,5,1,6,1
24.3,0,8,1,3,6,4,4,1,2,2
31.4,1,10,1,3,7,5,5,2,6,6
70.8,4,10,0,3,2,3,3,4,4,1
54.7,3,8,1,3,2,4,3,4,2,2
65.5,2,10,0,2,2,4,5,4,3,2
69.6,1,6,1,3,1,3,5,1,1,1
38.8,2,9,0,3,2,4,4,4,5,3
52.3,1,9,1,3,2,4,4,2,3,3
64.7,6,8,1,3,1,3,5,2,3,1
80,3,6,1,3,4,2,4,2,4,3
35.9,3,9,1,3,4,5,5,3,3,3
42,2,8,0,2,5,4,4,2,6,1
68.2,2,8,1,3,4,4,5,3,3,3
53.5,2,9,0,2,4,3,5,4,5,2
64.8,2,7,1,3,2,4,4,2,6,1
80,3,9,1,3,2,3,5,2,6,5
64.1,2,9,1,3,3,5,5,1,4,3
54.6,0,8,1,3,4,4,4,1,5,4
43.8,3,9,1,2,2,4,4,2,5,2
39.7,1,7,1,3,7,3,4,2,3,2
62.6,2,5,0,3,4,2,3,4,2,1
67.8,2,9,0,2,4,4,4,4,4,2
57.8,3,10,1,2,2,3,5,2,6,2
80,0,8,1,3,1,3,3,2,3,1
59.4,4,6,1,3,2,1,2,4,1,1
42.6,1,8,1,3,2,5,3,2,3,3
59.8,3,7,0,1,4,2,2,2,6,2
30.9,1,0,1,2,2,1,1,3,2,2
23.3,0,10,1,3,2,4,4,2,1,1
19.4,0,6,1,2,4,4,4,2,1,1
22.9,0,8,1,3,3,4,3,2,4,1
63.8,2,5,1,3,6,1,3,2,1,1
52.9,2,10,0,3,7,4,4,3,6,1
70.3,3,8,0,2,2,1,3,4,3,2
80,4,7,0,3,4,3,3,2,4,4
34.6,2,10,1,3,3,3,4,1,4,3
37.6,0,10,1,3,4,5,5,1,3,3
25.3,0,9,1,2,4,5,5,2,4,2
54.8,2,10,0,3,7,5,5,4,5,2
41.1,3,3,0,3,3,3,3,3,3,3
42.7,2,5,0,3,6,3,2,2,6,4
53,2,7,0,3,6,4,3,2,6,5
74.8,5,10,1,2,1,2,2,4,3,2
56.4,5,10,1,3,4,4,4,2,3,3
31,2,7,0,3,6,4,3,1,4,1
66.9,2,8,1,2,1,4,5,1,2,2
65.1,4,8,0,3,4,3,4,2,6,6
70.8,2,7,0,3,2,2,4,4,1,1
63,2,8,1,3,2,2,5,1,6,6
47.3,2,10,0,3,3,5,5,4,4,1
66.2,0,7,0,3,6,4,4,2,4,1
40.6,2,7,0,3,2,3,3,2,4,1
47.4,2,10,0,2,2,4,5,1,2,2
48.6,0,8,0,2,4,4,4,4,2,2
22.4,0,10,1,3,3,5,5,3,3,3
61.5,0,10,1,3,4,5,5,1,3,2
43.6,4,9,0,3,4,4,3,4,3,2
28.8,0,6,0,3,2,3,2,3,4,1
45.8,0,8,0,3,6,3,4,2,5,3
64.8,1,8,0,2,1,4,4,2,3,3
75.9,0,10,0,3,1,5,5,4,2,1
51.8,2,8,0,2,3,3,3,2,2,2
22.8,0,8,1,3,4,4,4,3,6,1
58.3,2,10,0,3,2,4,4,2,6,6
71,0,9,0,2,4,4,4,4,1,1
72.7,4,10,0,3,4,5,5,3,3,3
17.1,0,9,0,3,1,5,5,3,6,1
80,3,9,0,3,6,3,5,2,5,5
59.3,4,9,0,3,6,4,3,2,6,4
24.1,0,8,0,3,6,3,3,2,1,1
53.6,1,6,1,2,2,4,3,2,5,3
17.7,0,9,0,3,1,4,5,3,6,1
24.3,0,5,1,3,6,3,2,1,3,1
67,0,6,1,3,7,2,3,4,1,1
55.8,4,7,0,3,4,3,3,4,6,4
28.5,0,9,0,3,4,4,4,4,1,1
20.8,0,9,0,3,4,4,4,3,4,1
70.7,3,8,0,3,2,3,5,1,1,1
33.8,2,9,0,3,6,5,5,3,5,3
64.8,5,9,0,3,7,4,5,4,2,2
56.5,0,10,0,2,1,3,3,2,2,2
65.7,2,7,1,3,1,3,3,2,3,2
34.3,0,7,1,3,7,5,4,4,6,4
61.6,2,8,0,2,1,3,3,4,1,1
53.2,1,8,1,3,7,3,3,4,6,6
27.9,2,6,0,3,2,2,2,2,2,2
55.2,2,8,0,3,4,4,4,2,6,1
17.2,0,10,1,3,1,4,0,2,2,1
66.8,7,10,0,2,1,5,4,4,1,1
37.2,2,9,0,3,7,5,4,2,6,1
57.9,4,9,0,3,2,5,5,1,5,3
61.7,2,8,1,3,7,4,4,4,6,3
74.8,2,10,1,3,2,5,5,3,4,3
43.5,2,10,0,3,2,4,5,2,4,3
30.9,3,8,1,3,1,4,4,1,2,2
67.5,6,7,0,3,3,4,3,4,2,1
23.8,0,8,0,3,4,3,1,1,6,1
46.5,7,7,1,3,1,2,3,4,3,2
61,7,7,0,2,1,3,5,4,2,2
60.8,2,8,1,2,2,3,3,2,1,1
49.5,4,8,0,3,6,3,3,3,6,5
79.8,2,9,0,3,1,3,3,2,2,1
73.6,1,7,1,3,7,3,3,3,5,5
63.8,0,7,1,3,4,4,4,2,1,1
74.2,1,9,0,3,3,3,3,4,3,1
26.6,0,9,1,3,6,4,3,3,6,4
43.9,4,10,0,3,3,4,4,2,5,1
39.3,2,8,1,3,6,3,4,3,2,1
62,3,10,1,2,6,4,5,4,5,4
64.3,2,3,0,3,4,1,1,3,3,1
66.1,2,9,1,3,7,3,5,4,6,5
54.9,0,8,0,3,6,4,2,3,4,4
76.3,3,10,0,2,1,3,4,2,2,2
68,2,9,1,3,7,4,4,2,4,3
58.3,0,2,1,3,6,2,2,1,3,3
62.5,2,9,1,3,2,5,5,4,3,2
61.3,0,5,1,3,2,2,2,2,1,1
45.3,0,8,1,2,2,3,2,2,1,1
50.1,2,6,0,3,6,5,5,2,6,6
78.5,2,6,1,3,7,3,3,2,6,3
50.5,2,10,0,2,4,4,5,4,4,4
80,3,5,0,2,3,3,4,2,2,2
46.3,2,10,0,3,6,5,5,2,6,4
56.7,3,10,1,1,2,4,4,4,5,3
37.8,2,9,0,3,3,3,3,3,5,2
58.4,1,10,1,3,3,4,4,4,3,1
55.1,0,10,0,3,5,5,5,2,3,3
54.5,3,8,0,3,4,3,3,2,6,3
39,3,9,1,3,6,5,5,4,5,5
43.1,2,6,1,3,7,4,3,2,6,6
80,2,9,0,3,4,2,1,0,1,1
55.5,3,8,0,3,1,3,5,1,5,3
51.6,3,8,1,1,2,5,3,2,4,2
42.9,1,9,0,3,6,4,4,2,3,3
60.9,3,5,0,3,4,5,4,2,2,2
63,2,9,1,3,3,5,4,1,4,4
73.2,3,10,0,3,1,5,4,4,4,2
71.3,1,10,0,3,1,3,4,4,2,1
75.4,1,8,0,3,2,4,4,2,3,1
74.9,3,9,1,3,1,4,5,2,2,2
37.8,4,9,0,3,5,4,4,3,4,2
57.9,3,8,0,3,1,4,4,2,3,1
55.4,2,0,0,3,1,3,4,4,1,1
35.5,0,7,0,3,2,3,2,1,2,2
67.3,3,9,0,3,1,4,4,2,4,2
48.8,1,10,0,3,4,5,5,4,4,4
41.2,4,10,1,3,2,3,4,3,3,3
37.6,0,8,1,3,4,5,5,4,1,1
59.5,4,8,1,2,2,4,3,4,3,3
55.3,2,7,1,3,6,4,4,4,3,3
46.1,2,8,1,1,1,4,5,2,3,3
39.8,0,10,0,3,4,4,4,4,6,2
58,2,9,0,3,2,5,5,4,5,3
48.2,0,7,1,3,6,4,4,3,2,2
24.6,0,9,0,3,6,5,5,2,6,2
51,1,6,0,2,4,3,3,4,2,2
37.3,0,7,1,3,4,5,3,3,2,2
39,2,6,0,3,4,4,3,3,2,2
15.7,0,8,0,3,1,3,4,2,6,1
31,0,10,1,3,6,4,4,2,3,3
57.7,0,6,1,3,3,3,3,2,2,2
53,3,10,1,3,3,5,5,1,6,4
55.4,0,9,1,2,4,5,5,2,2,2
34.5,0,7,1,3,6,3,3,3,5,5
39.5,2,9,0,3,7,5,5,4,6,3
28,0,10,1,3,2,4,5,1,6,3
61.6,3,9,1,3,2,3,5,1,5,2
71.2,3,10,0,2,2,3,4,2,4,2
71.8,3,9,1,3,2,1,5,4,3,1
32.8,0,8,0,3,6,3,3,1,2,2
70.5,0,8,0,3,2,3,3,4,2,1
68.3,2,10,0,3,2,2,4,2,2,2
51.3,2,7,1,3,4,4,3,2,6,2
23.4,0,8,1,3,1,3,3,2,6,1
18.3,0,7,0,3,4,5,5,3,4,1
49.1,2,10,0,3,4,5,5,4,6,6
45.4,3,10,1,3,6,4,4,4,6,6
58.6,2,10,1,3,2,5,5,1,5,1
61.1,2,10,1,2,2,2,5,4,3,2
54.2,3,10,0,3,4,3,3,3,6,2
73.6,3,9,0,3,3,5,4,4,4,2
73,3,8,0,3,2,5,5,4,4,3
64.5,1,9,1,3,4,5,5,4,4,3
54.7,2,8,0,2,1,3,3,4,5,1
79.2,2,10,1,3,3,3,4,3,2,2
44.6,3,8,0,2,3,3,3,1,5,2
39.7,1,9,0,3,7,4,4,3,4,3
34,3,8,1,3,7,3,4,3,6,3
48.4,3,9,0,2,6,4,4,2,6,5
68.2,5,10,0,3,6,5,5,3,6,2
67.2,2,5,0,3,2,2,3,2,4,1
23.6,0,10,0,3,4,4,5,1,2,1
27.9,0,9,1,3,4,5,3,2,4,2
15.8,0,9,1,3,1,5,4,2,2,1
36.8,1,8,0,3,6,3,4,2,5,1
77.8,4,8,1,3,1,3,5,2,1,1
56,0,7,1,3,6,4,3,4,4,3
61.5,0,8,0,3,2,3,5,4,1,1
64.8,0,9,1,3,6,4,4,3,6,6
30.3,1,6,0,3,6,5,5,4,1,1
56.8,0,8,1,3,2,3,3,1,6,4
50.8,0,9,1,3,2,5,5,2,3,3
70.5,2,8,0,3,2,3,3,3,2,2
29,0,7,1,3,6,2,5,1,6,1
64.8,2,4,1,3,1,2,2,2,1,1
37.3,3,9,0,3,4,5,5,2,3,2
70.5,1,5,1,2,3,4,4,3,1,1
73.3,0,9,1,3,4,4,4,4,2,1
37.3,2,8,1,3,4,4,5,3,4,2
66.3,0,7,0,3,7,3,5,2,4,4
37.3,2,9,0,3,4,4,4,1,6,2
50.3,3,7,1,2,4,5,5,2,6,3
33.9,3,6,0,3,4,3,2,2,3,3
61.2,2,7,0,3,1,2,2,2,1,1
61.1,1,9,1,3,2,4,5,3,2,2
80,4,10,0,3,5,5,5,4,2,2
16.6,0,7,0,3,1,5,3,2,2,1
52.1,3,10,0,3,4,5,5,1,6,3
50.3,0,9,1,3,4,3,3,1,5,5
40.4,0,7,0,3,4,4,4,3,1,1
80,2,8,0,3,2,3,3,2,1,1
73.1,2,7,1,3,7,4,3,2,6,6
20.1,0,7,0,3,1,2,1,1,3,1
29.6,1,8,0,3,4,5,5,2,2,2
71.3,4,10,0,3,3,5,5,4,4,1
72.9,3,10,0,3,2,4,3,4,5,2
74.4,0,8,1,3,2,2,3,3,2,2
65.4,4,8,0,3,4,4,4,4,4,4
64.9,2,9,1,3,4,5,5,4,1,1
17.6,0,8,1,2,1,4,4,3,6,1
41.8,4,10,1,3,5,1,1,2,6,5
53.3,2,9,0,1,2,3,4,2,4,3
80,0,9,0,3,4,4,4,4,1,1
58.3,3,8,0,3,4,2,2,2,6,1
59.2,0,6,1,3,4,4,4,1,3,3
67.3,2,7,0,3,4,1,3,4,3,2
60.6,3,10,1,3,4,5,5,4,6,6
31.6,2,10,1,3,7,4,5,1,6,4
74.9,1,6,0,3,2,2,4,4,1,1
49.8,0,7,1,3,4,3,3,1,6,5
33.7,1,9,1,3,6,4,4,1,6,6
71,1,9,0,3,6,4,4,4,2,2
61.1,3,7,0,3,4,3,3,4,3,3
57.6,4,5,1,3,4,2,2,4,1,1
16,0,10,1,3,5,4,3,3,5,1
33.8,0,10,1,3,2,5,5,4,4,3
71.2,1,6,0,3,2,3,3,2,2,1
45.5,2,8,1,3,4,4,3,1,3,3
58.3,1,7,0,3,5,3,2,2,3,3
68.8,2,9,1,3,7,4,4,1,6,6
38.9,0,8,0,3,6,4,5,1,3,2
66.3,2,8,1,2,2,1,4,1,6,5
66.3,2,8,0,3,6,2,4,2,6,3
21.1,0,8,1,3,2,5,4,4,4,1
51.3,2,9,0,2,4,4,5,3,2,1
44.4,2,8,0,3,4,3,4,3,6,1
77.3,6,10,0,3,2,0,3,4,2,2
80,3,7,0,3,4,3,4,3,1,1
76.3,2,8,1,3,7,4,4,4,6,5
57.2,2,10,1,3,6,5,4,1,6,4
25.5,0,6,1,3,4,3,3,2,4,2
47.8,3,9,1,3,6,5,5,4,5,4
80,7,9,0,3,1,3,3,2,2,1
60.5,7,9,1,2,4,3,3,4,5,5
63.4,2,9,1,3,4,3,4,2,6,6
43.5,0,7,0,3,6,4,4,2,5,5
52.3,1,8,1,3,7,3,5,1,6,5
18.8,0,8,1,3,2,4,4,1,1,1
43.5,5,9,1,3,3,5,4,1,4,3
80,4,8,0,3,2,2,4,4,2,2
66.2,0,7,0,3,6,4,3,4,1,1
40.8,2,8,1,3,4,5,5,1,4,4
50.7,1,9,1,3,4,3,4,2,3,2
70.3,3,10,0,3,4,5,5,4,6,2
63.2,0,8,1,3,3,5,4,4,6,6
56.7,2,9,1,3,2,3,3,4,6,3
77.5,5,8,0,3,2,2,4,4,1,1
32.9,0,7,0,3,4,3,2,1,2,2
72.5,2,10,1,2,1,4,4,4,3,2
64.3,3,7,1,3,2,2,3,4,2,2
63.5,3,10,0,3,2,4,4,2,2,1
18.5,0,8,1,3,4,4,3,1,1,1
30.8,0,7,1,3,3,4,3,3,5,3
80,5,7,0,3,1,2,3,4,1,1
39,1,8,0,3,6,3,3,3,2,2
77.2,5,10,1,3,2,4,5,1,3,2
25.7,0,10,1,3,2,5,5,1,3,3
54.3,0,8,1,3,4,5,5,1,4,4
64.2,0,10,0,3,6,4,5,4,4,2
59.6,1,9,1,2,7,5,5,1,6,4
51.3,0,10,0,2,3,4,4,2,6,5
28.3,1,10,0,2,1,4,5,0,6,1
27.8,0,8,1,3,6,5,5,4,4,2
80,0,8,1,3,3,3,3,4,3,2
69.9,2,9,1,3,2,5,5,4,6,4
45.5,3,10,1,3,2,5,5,2,6,4
55.3,2,10,0,3,4,5,5,1,3,3
58.7,2,8,0,2,5,4,4,2,4,2
55.5,2,9,0,3,2,4,4,2,1,1
41.2,0,9,1,3,2,4,5,2,6,5
25.8,0,8,1,1,3,4,4,2,3,3
78.3,3,7,1,3,4,2,2,4,4,3
41.5,0,10,1,3,2,4,4,3,4,2
80,3,10,0,3,5,4,4,4,5,3
36.1,4,8,0,3,2,4,3,3,2,1
67.1,2,10,1,3,1,4,4,3,2,2
68.3,2,7,0,2,2,3,4,4,1,1
79.9,5,10,1,2,1,3,4,4,3,2
49.3,0,10,1,3,2,5,4,4,1,1
70.2,2,8,1,3,1,2,4,4,4,1
44.9,3,10,0,2,4,4,4,3,5,1
30.6,0,9,1,3,6,5,5,1,4,2
55.8,3,8,0,2,7,5,4,3,6,6
44.9,2,7,0,3,3,5,3,4,2,2
54.4,2,8,0,2,4,3,3,4,6,2
78.3,2,8,0,3,2,2,3,1,2,2
22.9,0,7,0,3,4,4,4,1,1,1
36.1,2,8,1,3,3,3,3,2,5,5
60.3,0,10,0,3,7,5,5,4,6,3
73.3,2,8,1,3,1,2,2,2,2,1
42.2,2,10,0,3,4,3,3,2,6,1
78.8,1,7,0,3,2,3,3,4,2,2
52.3,2,8,1,2,7,4,4,2,6,3
62.5,2,10,1,3,7,4,5,4,6,3
69,2,10,1,2,4,5,5,2,6,3
80,5,8,1,2,1,3,4,4,3,2
63.8,3,9,0,2,6,5,5,4,4,4
73.9,0,7,1,3,2,4,4,1,1,1
63.5,2,8,1,3,6,5,4,4,3,1
43.2,4,8,1,3,2,2,4,4,3,3
27.9,0,8,1,3,7,4,4,4,1,1
42.8,1,10,0,2,4,5,5,4,6,3
62,3,8,1,2,1,3,4,1,6,3
30.1,1,8,1,3,4,4,3,3,6,4
21.9,0,8,0,3,2,4,4,3,6,1
18.5,0,8,0,3,2,5,3,3,1,1
37.3,1,6,0,3,2,3,3,1,3,3
38.3,2,9,1,3,6,5,5,1,6,3
80,4,8,0,3,1,3,3,4,6,1
29.3,2,6,0,3,2,2,2,1,3,2
38.1,2,7,1,3,1,4,4,3,2,2
41.4,0,4,0,3,6,3,5,1,2,1
27.3,0,8,0,3,4,4,2,3,3,2
70.3,3,8,0,2,1,4,3,4,2,1
23.7,6,8,0,3,1,3,2,1,2,2
61.2,3,5,0,2,2,5,3,4,4,2
